customer_id,gender,age,senior_citizen,marital_status,dependents,city,state,signup_date,tenure_months,contract_type,subscription_plan,internet_service,payment_method,paperless_billing,monthly_charges,total_charges,discount_percentage,lifetime_value,phone_service,multiple_lines,streaming_service,online_security,online_backup,tech_support,device_protection,support_tickets,complaints,avg_monthly_usage_gb,satisfaction_score,last_login_days_ago,churn,churn_date,churn_reason,competitor_offer,cancellation_channel
TC-17800,Male,76,1,Single,No,Miami,FL,2024-01-16,5,Two year,Premium,DSL,Electronic check,Yes,107.35,505.64,5,534.06,Yes,Yes,No,No,Yes,Yes,Yes,1,1,443.7,5.0,3,Yes,2024-06-14,Price too high,No,Customer Service Call
TC-17801,Male,21,0,Married,No,Dallas,TX,2018-08-22,70,Two year,Standard,DSL,Bank transfer,Yes,75.81,5318.5,20,4262.64,Yes,No,Yes,No,Yes,No,No,1,0,436.0,2.0,4,No,,,No,
TC-17802,MALE,31,0,Single,Yes,Miami,FL,2023-08-26,10,Month-to-month,Basic,Fiber optic,Credit card,Yes,42.67,431.85,0,451.51,Yes,Yes,No,No,No,No,No,1,0,109.4,5.0,38,No,,,Yes,
TC-17803,Male,35,0,Single,No,New York,NY,2024-04-18,2,Two year,Standard,Fiber optic,electronic check,No,64.82,117.15,10,156.83,Yes,No,No,No,No,No,No,2,1,361.2,1.0,19,Yes,2024-06-17,Service dissatisfaction,Yes,Online Portal
TC-17804,Male,51,0, single ,No,Miami,FL,2024-01-17,5,Two year,Standard,DSL,Bank transfer,No,75.99,392.1,0,429.59,Yes,No,Yes,Yes,No,No,Yes,1,0,363.9,5.0,3,No,,,Yes,
TC-17805,Male,18,0,Married,No,Atlanta,GA,2024-01-26,5,One year,Standard,Fiber optic,Bank transfer,Yes,64.84,341.68,0,388.84,Yes,No,No,Yes,No,No,No,1,2,494.2,6.0,4,No,,,No,
TC-17806,Female,70,1,Single,No,Atlanta,GA,2024-04-13,2,One year,Standard,DSL,Electronic check,No,68.47,137.15,5,213.13,Yes,Yes,No,No,Yes,Yes,Yes,2,2,202.2,3.0,22,Yes,2024-06-12,Competitor offered higher speeds,Yes,Email
TC-17807,Female,39,0,Single,No,Los Angeles,CA,2023-02-11,16,Two year,Premium,dsl,Electronic check,Yes,101.2,1615.72,15,1425.18,Yes,Yes,No,Yes,No,Yes,Yes,1,2,160.1,6.0,3,No,,,No,
TC-17808,Male,78,1,Single,Yes,Denver,CO,2023-10-29,8,Two year,Standard,DSL,Bank transfer,No,59.49,474.86,10,446.57,Yes,Yes,No,Yes,No,Yes,Yes,1,1,203.5,9.0,36,No,,,No,
TC-17809,Male,39,0,Single,No,Phoenix,AZ,2023-02-26,16,Two year,Standard,None,Electronic check,Yes,56.23,926.51,5,946.85,Yes,Yes,Yes,No,No,No,No,4,2,349.5,10.0,58,No,,,No,
TC-17810,Male,67,1,Married,No,Dallas,TX,2024-05-25,1,Month-to-month,Standard,None,Mailed check,Yes,50.82,51.98,0,97.87,Yes,Yes,No,Yes,No,No,No,4,0,140.3,4.0,21,Yes,2024-06-24,Poor tech support,Yes,In-Person Store
TC-17811,Male,33,0,Married,No,Chicago,IL,2022-09-21,21,One year,Basic,Fiber optic,Mailed check,Yes,37.68,799.97,5,838.69,Yes,No,No,No,No,No,No,3,0,233.6,6.0,9,No,,,No,
TC-17812,Male,45,0,Single,Yes,Phoenix,AZ,2022-07-17,23,Two year,Standard,Fiber optic,Credit card,No,64.06,1502.53,0,1555.86,No,No phone service,Yes,Yes,No,No,Yes,2,4,106.8,5.0,17,Yes,2024-06-06,Lack of features,No,Customer Service Call
TC-17813,Male,59,0,Single,No,Los Angeles,CA,2023-11-14,7,Month-to-month,Premium,Fiber optic,electronic check,Yes,105.32,722.65,20,641.64,Yes,No,Yes,No,No,No,No,3,1,207.4,8.0,15,No,,,No,
TC-17814,Male,83,1,Single,No,Atlanta,GA,2022-10-21,20,Month-to-month,Standard, Fiber Optic,Electronic check,Yes,68.25,1321.0,0,1386.6,Yes,No,No,No,No,No,No,1,0,136.6,2.0,31,Yes,2024-06-12,Poor tech support,No,In-Person Store
TC-17815,Female,52,0,Single,No,Los Angeles,CA,2023-10-29,8,Two year,Basic,Fiber optic,Electronic check,No,40.02,321.6,0,364.81,Yes,No,Yes,No,No,Yes,Yes,0,0,87.5,5.0,48,No,,,Yes,
TC-17816,Male,37,0,Married,No,Phoenix,AZ,2024-02-12,4,Month-to-month,Standard,Fiber optic,Electronic check,No,78.12,322.84,0,343.9,Yes,Yes,Yes,No,Yes,No,No,1,1,251.2,10.0,34,No,,,No,
TC-17817,Female ,19,0,MARRIED,No,Dallas,TX,2022-03-20,27,Month-to-month,Basic,Fiber optic,Mailed check,Yes,44.78,1196.27,5,1217.45,Yes,Yes,No,No,Yes,No,No,0,1,282.6,8.0,52,No,,,Yes,
TC-17818,male,24,0,Single,No,New York,NY,2020-11-28,43,Month-to-month,Standard,DSL,Credit card,No,70.27,3029.27,0,3093.92,Yes,No,Yes,Yes,No,Yes,No,2,1,93.6,6.0,6,No,,,Yes,
TC-17819,Female,66,1,Single,No,Los Angeles,CA,2024-03-01,4,Month-to-month,Basic,DSL,Mailed check,Yes,36.4,165.2,0,223.9,Yes,No,Yes,No,No,No,No,0,1,321.9,1.0,43,Yes,2024-06-29,Poor tech support,Yes,Customer Service Call
TC-17820,Male,26,0,Single,No,Dallas,TX,2020-02-17,52, Month-to-month ,Basic,Fiber optic,Credit card,Yes,36.36,1864.37,0,1900.4,Yes,Yes,No,Yes,No,Yes,No,6,0,207.1,6.0,18,No,,,No,
TC-17821,Male,44,0,Single,No,Austin,TX,2022-09-10,21,Two year,Standard,DSL,Bank transfer,No,72.18,1500.55,20,1228.81,No,No phone service,No,No,No,No,Yes,1,0,205.0,6.0,16,No,,,No,
TC-17822,Male,19,0,Single,No,New York,NY,2021-07-23,35,Month-to-month,Standard,DSL,Mailed check,Yes,65.34,2292.54,0,2336.87,Yes,No,No,No,No,No,No,0,1,169.3,9.0,15,Yes,2024-06-07,Customer moved,No,Customer Service Call
TC-17823,Female,77,1,Married,No,Dallas,TX,2022-02-16,28,Month-to-month,Standard,Fiber optic,Credit card,No,60.58,1681.63,10,1587.03,Yes,Yes,No,Yes,No,No,No,1,2,610.2,4.0,14,Yes,2024-06-05,Competitor offered higher speeds,Yes,Customer Service Call
TC-17824,Female,66,1,Married,No,Austin,TX,2020-03-27,51,Month-to-month,Standard, Fiber Optic,Credit card,Yes,66.1,3364.02,15,2927.13,Yes,Yes,No,No,Yes,No,Yes,1,0,97.0,4.0,7,No,,,Yes,
TC-17825,Female,19,0,Single,No,New York,NY,2024-05-14,1,Month-to-month,Basic,None,Mailed check,Yes,27.02,32.15,5,44.04,No,No phone service,Yes,No,No,No,No,2,2,158.0,2.0,34,Yes,2024-06-13,Poor tech support,No,Customer Service Call
TC-17826,Female ,34,0,Single,No,New York,NY,2018-06-18,72,Month-to-month,Basic,None,Electronic check,No,21.88,1557.52,0,1623.4,Yes,No,Yes,No,No,No,No,0,1,360.3,2.0,7,No,,,No,
TC-17827,Male,37,0,Single,No,Chicago,IL,2020-04-13,50,Two year,Premium,Fiber optic,Electronic check,Yes,105.16,5229.73,5,4993.33,No,No phone service,Yes,No,No,Yes,No,0,1,84.9,7.0,33,No,,,No,
TC-17828,Female,49,0,Single,No,Seattle,WA,2024-05-27,1,Two year,Premium,None,Mailed check,Yes,81.74,74.25,0,122.47,Yes,No,No,No,No,Yes,No,3,1,455.0,4.0,37,No,,,No,
TC-17829,Male,68,1,Married,No,Phoenix,AZ,2023-12-25,6,Two year,Premium,Fiber optic,Mailed check,Yes,99.05,598.23,15,552.98,Yes,No,Yes,No,No,No,Yes,4,0,308.4,7.0,38,No,,,No,
TC-17830,Male,59,0,Married,No,Denver,CO,2022-12-26,18,Two year,Basic,Fiber optic,Electronic check,No,36.16,662.24,5,736.78,No,No phone service,No,Yes,No,Yes,No,0,2,369.4,7.0,24,Yes,2024-06-18,Customer moved,No,Email
TC-17831,Male,80,1,Single,No,Atlanta,GA,2020-08-19,46,One year,Basic,DSL,Bank transfer,Yes,39.3,1788.61,0,1806.03,Yes,No,Yes,No,Yes,No,No,4,0,263.1,6.0,4,No,,,No,
TC-17832,Male,78,1,Married,No,Miami,FL,2023-10-22,8,One year,Standard,dsl,Electronic check,Yes,64.36,501.44,10,481.76,Yes,No,No,Yes,No,No,No,1,0,421.2,8.0,21,No,,,No,
TC-17833,Female,79,1,Married,Yes,Phoenix,AZ,2024-05-14,1,month-to-month,Premium,Fiber optic,Bank transfer,Yes,106.49,117.74,0,124.82,Yes,Yes,Yes,No,No,No,No,1,0,193.3,4.0,54,No,,,No,
TC-17834,Male,20,0,Single,No,Atlanta,GA,2021-06-16,36,One year,Basic,Fiber optic,Credit card,Yes,44.87,1597.3,0,1657.62,Yes,No,Yes,No,No,No,Yes,4,1,30.4,5.0,49,Yes,2024-05-31,Price too high,No,Customer Service Call
TC-17835,Female,43,0,Single,No,Austin,TX,2023-05-31,13,One year,Premium,DSL,Credit card,No,93.31,1198.52,0,1284.13,Yes,No,No,No,No,No,No,1,2,112.3,6.0,27,No,,,No,
TC-17836,Female,65,1,Single,Yes,Seattle,WA,2021-08-22,34,Two year,Basic,Fiber optic,Electronic check,Yes,45.18,1557.67,5,1551.29,Yes,No,No,Yes,No,No,No,1,1,113.5,6.0,3,No,,,No,
TC-17837,Female,25,0,Married,No,Miami,FL,2023-09-13,9,Month-to-month,Basic,dsl,Electronic check,Yes,47.02,416.67,5,410.76,Yes,No,Yes,No,Yes,No,No,1,1,118.4,7.0,9,No,,,No,
TC-17838,Male,22,0,Married,Yes,Dallas,TX,2021-02-20,40,month-to-month,Basic,Fiber optic,Mailed check,Yes,42.88,1697.93,20,1411.72,Yes,Yes,No,No,Yes,No,No,2,2,703.4,3.0,32,Yes,2024-06-04,Poor tech support,No,Online Portal
TC-17839,Female,28,0,Married,No,Seattle,WA,2023-08-16,10,Month-to-month,Basic,None,Credit card,Yes,31.02,312.34,0,382.98,Yes,No,No,No,Yes,Yes,Yes,1,3,105.2,6.0,32,No,,,Yes,
TC-17840,Female,59,0,Married,No,Miami,FL,2023-03-15,15,One year,Premium,Fiber optic,Mailed check,No,100.48,1516.25,10,1408.22,Yes,No,No,No,Yes,No,No,2,0,221.8,5.0,35,No,,,No,
TC-17841,Male,58,0,Married,No,New York,NY,2018-12-17,66,Month-to-month,Standard,DSL,Bank transfer,Yes,73.21,4838.8,0,4864.87,Yes,No,Yes,Yes,Yes,No,Yes,0,0,152.7,7.0,38,No,,,No,
TC-17842,Male,36,0,Married,No,Chicago,IL,2024-03-24,3,Two year,Basic,Fiber optic,Mailed check,No,42.44,125.72,10,181.42,Yes,No,No,No,No,No,No,2,0,147.1,4.0,35,Yes,2024-06-22,Customer moved,No,In-Person Store
TC-17843,Female,65,1,Married,No,Phoenix,AZ,2022-10-31,20,month-to-month,Basic,Fiber optic,Electronic check,No,35.36,695.21,5,717.07,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,2,428.6,1.0,49,No,,,Yes,
TC-17844,Female,70,1,Married,No,Atlanta,GA,2021-03-01,40,Month-to-month,Standard,DSL,Electronic check,No,74.32,2997.29,0,3075.23,No,No phone service,Yes,Yes,No,Yes,No,0,2,257.6,,12,Yes,2024-06-13,Competitor offered higher speeds,No,Customer Service Call
TC-17845,Female,72,1,Single,No,Dallas,TX,2022-02-25,28,Two year,Basic,Fiber optic,Bank transfer,No,41.83,1186.74,0,1252.78,Yes,No,No,No,No,No,No,2,1,67.0,10.0,13,No,,,No,
TC-17846,Female,78,1,Single,No,Seattle,WA,2023-05-24,13,Month-to-month,Basic,DSL,Bank transfer,Yes,34.7,441.42,0,557.14,No,No phone service,Yes,No,Yes,No,No,0,2,274.5,7.0,44,No,,,Yes,
TC-17847,Female,49,0,Single,No,Denver,CO,2021-04-22,38,Month-to-month,Basic,None,Credit card,Yes,19.99,759.41,10,753.13,No,No phone service,No,No,No,Yes,Yes,3,2,299.5,8.0,54,No,,,No,
TC-17848,Male,63,0,Married,No,Atlanta,GA,2023-03-12,15,Month-to-month,Basic,None,Bank transfer,Yes,26.34,382.73,5,408.51,Yes,Yes,Yes,No,No,Yes,No,3,2,272.3,9.0,33,No,,,No,
TC-17849,Male,53,0,Married,Yes,Austin,TX,2022-06-11,24,Month-to-month,Premium,DSL,Credit card,Yes,99.27,2385.24,0,2406.7,Yes,No,Yes,No,No,Yes,No,1,1,296.7,8.0,36,No,,,No,
TC-17850,Male,35,0,Single,No,Miami,FL,2023-09-16,9,One year,Standard,Fiber optic,Mailed check,No,63.75,575.88,5,583.56,Yes,No,Yes,Yes,No,No,No,0,0,118.3,6.0,16,No,,,No,
TC-17851,Female,35,0,Married,No,Los Angeles,CA,2024-05-28,1,Two year,Standard,Fiber optic,Mailed check,Yes,76.09,81.1,0,129.96,Yes,Yes,Yes,No,Yes,Yes,No,2,2,148.9,4.0,34,Yes,2024-06-27,Price too high,No,In-Person Store
TC-17852,Female,29,0,Single,No,New York,NY,2024-01-10,5,Month-to-month,Standard,DSL,Mailed check,No,72.3,383.06,20,364.33,Yes,Yes,No,No,No,No,No,3,0,142.6,3.0,12,No,,,No,
TC-17853,Male,63,0,Married,Yes,Miami,FL,2023-03-23,15,Month-to-month,Premium,None,Electronic check,Yes,87.31,,0,1392.19,Yes,No,No,No,Yes,Yes,No,1,0,692.8,8.0,7,No,,,No,
TC-17854,Female,72,1,Married,No,Dallas,TX,2020-01-18,53,Month-to-month,Basic,DSL,Mailed check,Yes,40.76,2148.49,0,2164.05,Yes,Yes,No,Yes,No,Yes,Yes,2,0,146.4,5.0,1,No,,,No,
TC-17855,Male,55,0,MARRIED,Yes,Atlanta,GA,2024-03-26,3,Month-to-month,Standard,Fiber optic,Credit card,Yes,63.86,175.21,5,246.94,Yes,Yes,Yes,No,No,No,Yes,0,0,122.4,5.0,57,Yes,2024-06-24,Competitor offered higher speeds,Yes,Email
TC-17856,Male,19,0,Single,No,Denver,CO,2023-09-16,9,Month-to-month,Basic,Fiber optic,Electronic check,Yes,34.65,316.0,10,324.08,Yes,No,Yes,Yes,Yes,Yes,No,1,3,137.4,2.0,21,No,,,No,
TC-17857,Male,26,0,Married,No,Austin,TX,2023-09-11,9,Month-to-month,Standard,None,Bank transfer,Yes,61.12,560.69,5,564.99,Yes,Yes,Yes,Yes,Yes,No,No,3,1,411.9,3.0,19,No,,,Yes,
TC-17858,Male,22,0,Single,No,Atlanta,GA,2021-06-24,36,Month-to-month,Basic,Fiber optic,Electronic check,Yes,41.11,1512.9,0,1599.84,Yes,No,No,Yes,No,No,No,2,0,63.5,9.0,58,No,,,No,
TC-17859,Male,36,0,Married,No,Phoenix,AZ,2022-12-31,18,Two year,Basic,None,Bank transfer,Yes,19.99,339.69,0,361.0,Yes,Yes,Yes,No,No,No,Yes,1,0,136.1,9.0,48,No,,,No,
TC-17860,Male,56,0,Single,No,Atlanta,GA,2023-06-28,12,Month-to-month,Standard,Fiber optic,Electronic check,Yes,69.54,847.57,10,787.9,Yes,Yes,Yes,No,No,No,No,0,0,298.7,3.0,49,Yes,2024-06-22,Poor tech support,No,Customer Service Call
TC-17861,Male,59,0,Married,No,Austin,TX,2024-05-23,1,Two year,Basic,DSL,Electronic check,Yes,42.46,34.96,5,65.64,No,No phone service,Yes,Yes,No,No,Yes,1,0,119.6,2.0,59,Yes,2024-06-22,Service dissatisfaction,No,Online Portal
TC-17862,Male,34,0,MARRIED,No,New York,NY,2018-06-17,72,Month-to-month,Premium,DSL,Electronic check,No,97.36,7036.28,0,7081.51,Yes,No,No,Yes,No,Yes,No,4,0,605.8,6.0,34,No,,,Yes,
TC-17863,Female,80,1,Married,No,Atlanta,GA,2021-03-30,39,One year,Basic,None,Mailed check,Yes,26.03,1009.63,0,1085.94,Yes,No,Yes,Yes,No,No,No,4,2,239.7,7.0,29,No,,,No,
TC-17864,Male,63,0,Married,No,Seattle,WA,2024-05-12,1,Two year,Standard,DSL,Bank transfer,No,75.17,92.84,5,161.69,Yes,No,No,No,No,No,Yes,1,0,251.1,5.0,19,No,,,No,
TC-17865,MALE,37,0,Single,No,Phoenix,AZ,2024-05-20,1,Month-to-month,Standard,DSL,Electronic check,No,78.73,116.43,0,191.18,Yes,Yes,No,No,No,No,No,2,0,99.0,5.0,16,Yes,2024-06-19,Competitor offered higher speeds,Yes,Customer Service Call
TC-17866,Male,25,0,Single,No,Miami,FL,2023-12-13,6, Month-to-month ,Basic,Fiber optic,Electronic check,Yes,31.0,193.34,0,242.34,Yes,No,No,No,No,No,No,0,0,100.5,8.0,53,Yes,2024-06-10,Customer moved,No,In-Person Store
TC-17867,Male,36,0,Single,No,Phoenix,AZ,2024-05-16,1,Month-to-month,Premium,DSL,Credit card,No,104.54,93.28,10,131.59,Yes,No,No,Yes,No,No,No,2,1,63.3,1.0,56,Yes,2024-06-15,Service dissatisfaction,No,Online Portal
TC-17868,Male,49,0,Single,No,Austin,TX,2021-10-13,32,One year,Standard,None,Credit card,No,57.49,1830.7,0,1885.76,Yes,No,Yes,Yes,No,No,No,3,1,202.1,,20,No,,,No,
TC-17869,Male,36,0,Married,Yes,Dallas,TX,2024-01-17,5,Month-to-month,Premium,DSL,Mailed check,Yes,101.63,493.87,5,527.92,Yes,No,No,Yes,Yes,Yes,No,5,1,141.9,5.0,56,No,,,No,
TC-17870,Female,41,0,Married,No,Denver,CO,2020-03-24,51,Month-to-month,Basic,Fiber optic,Credit card,No,35.61,1806.21,0,1859.76,Yes,No,No,No,No,No,Yes,2,2,138.7,7.0,33,Yes,2024-06-01,Poor tech support,No,Email
TC-17871,Male,41,0, single ,Yes,New York,NY,2022-08-11,22,Month-to-month,Standard,Fiber optic,Credit card,Yes,72.18,1577.28,0,1643.03,Yes,No,No,No,No,No,No,4,2,226.5,7.0,57,Yes,2024-06-01,Competitor offered higher speeds,Yes,In-Person Store
TC-17872,Female ,73,1,Single,No,Denver,CO,2023-03-17,15,Two year,Basic,DSL,Bank transfer,No,37.4,597.22,0,657.03,Yes,No,Yes,No,No,No,Yes,1,1,471.9,1.0,22,Yes,2024-06-09,Service dissatisfaction,No,In-Person Store
TC-17873,Female,35,0,Married,No,Los Angeles,CA,2024-04-28,2,Month-to-month,Standard,DSL,Mailed check,No,72.15,132.66,0,186.36,Yes,No,Yes,No,No,No,Yes,2,0,75.8,5.0,43,Yes,2024-06-27,Lack of features,No,In-Person Store
TC-17874,Female,29,0,Married,No,Denver,CO,2024-03-20,3,One year,Standard,Fiber optic,Bank transfer,Yes,72.27,219.02,15,224.7,Yes,No,No,Yes,No,No,No,1,1,311.7,7.0,33,No,,,No,
TC-17875,Female,58,0,Married,No,Miami,FL,2024-03-15,3, Month-to-month ,Standard,DSL,Bank transfer,Yes,76.32,235.48,5,292.75,Yes,Yes,No,Yes,Yes,No,No,2,1,391.3,2.0,57,Yes,2024-06-13,Poor tech support,No,Email
TC-17876,Female,65,1,Single,No,Seattle,WA,2024-01-12,5,Month-to-month,Basic,Fiber optic,Credit card,Yes,44.04,226.2,5,254.1,Yes,Yes,Yes,No,No,No,Yes,2,0,40.5,9.0,53,No,,,No,
TC-17877,Male,81,1,Married,No,Denver,CO,2024-05-01,2,Month-to-month,Standard,DSL,Bank transfer,No,60.46,148.24,5,193.26,Yes,Yes,Yes,Yes,No,No,No,1,0,265.7,8.0,1,No,,,No,
TC-17878,Female,33,0,Single,No,New York,NY,2023-09-23,9,month-to-month,Premium,None,Bank transfer,Yes,85.24,745.4,5,740.37,Yes,No,No,No,No,No,Yes,3,0,124.6,4.0,48,No,,,Yes,
TC-17879,Male,40,0,Single,Yes,Austin,TX,2021-02-24,40,Two year,Basic,DSL,Electronic check,No,46.59,1844.35,5,1786.06,Yes,Yes,Yes,No,No,No,No,0,2,324.2,9.0,20,No,,,No,
TC-17880,Male,56,0,Married,Yes,Phoenix,AZ,2024-03-13,3, Month-to-month ,Standard,None,Bank transfer,No,47.61,129.0,0,146.05,Yes,No,Yes,No,No,Yes,No,1,2,250.4,5.0,14,Yes,2024-06-11,Lack of features,No,In-Person Store
TC-17881,Female,50,0,MARRIED,Yes,Atlanta,GA,2023-10-30,8,Month-to-month,Standard,DSL,Electronic check,Yes,69.4,576.71,0,611.82,No,No phone service,No,No,Yes,Yes,No,3,1,338.1,2.0,34,Yes,2024-06-26,Service dissatisfaction,No,Email
TC-17882,Female,41,0,Married,No,Atlanta,GA,2023-04-27,14,One year,Standard,None,Bank transfer,Yes,56.67,,0,848.26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,0,192.2,4.0,6,No,,,No,
TC-17883,Female,78,1,Single,Yes,Los Angeles,CA,2022-08-21,22,Month-to-month,Basic,Fiber optic,Bank transfer,Yes,28.7,660.89,0,703.77,Yes,Yes,Yes,No,No,No,Yes,3,1,432.0,5.0,27,Yes,2024-06-11,Customer moved,No,Online Portal
TC-17884,Male,72,1,Single,Yes,Atlanta,GA,2023-12-17,6,Two year,Premium,Fiber optic,electronic check,Yes,101.72,581.64,0,651.83,No,No phone service,No,No,No,Yes,No,1,0,263.4,7.0,33,No,,,No,
TC-17885,Female,78,1,Single,No,Denver,CO,2022-08-27,22, Month-to-month ,Standard,DSL,Mailed check,No,66.88,1480.47,15,1298.03,Yes,Yes,Yes,No,No,No,Yes,3,1,155.0,2.0,19,No,,,No,
TC-17886,Male,57,0, single ,No,New York,NY,2024-02-19,4,Month-to-month,Standard,DSL,Electronic check,Yes,70.83,290.27,0,345.61,Yes,No,No,No,Yes,No,Yes,4,0,169.2,6.0,45,No,,,No,
TC-17887,Male,75,1,Single,No,Austin,TX,2022-07-27,23,Month-to-month,Standard,Fiber optic,Mailed check,Yes,71.14,1611.71,5,1585.68,Yes,No,Yes,Yes,Yes,No,No,3,0,83.6,10.0,40,No,,,Yes,
TC-17888,Male,18,0, single ,No,New York,NY,2021-05-31,37,Month-to-month,Premium,Fiber optic,Mailed check,No,98.73,3659.75,0,3705.48,Yes,Yes,No,Yes,No,No,Yes,2,2,53.5,3.0,51,No,,,No,
TC-17889,Male,42,0,Married,No,Atlanta,GA,2024-05-23,1,One year,Premium,Fiber optic,Credit card,Yes,99.96,107.35,10,141.34,No,No phone service,Yes,Yes,No,No,Yes,2,0,168.1,9.0,20,Yes,2024-06-22,Price too high,No,Customer Service Call
TC-17890,Male,70,1,Married,Yes,Dallas,TX,2018-12-20,66,Month-to-month,Standard,,Electronic check,Yes,64.77,4265.14,0,4322.4,Yes,Yes,No,Yes,Yes,Yes,No,3,2,388.9,3.0,18,No,,,Yes,
TC-17891,Female,78,1,Single,No,Atlanta,GA,2022-01-17,29,One year,Standard,Fiber optic,Electronic check,Yes,69.39,2020.21,0,2048.08,Yes,No,No,No,No,No,No,4,0,69.8,4.0,40,No,,,No,
TC-17892,Female,63,0,Single,Yes,Denver,CO,2018-07-12,71,Month-to-month,Standard,Fiber optic,Electronic check,Yes,67.13,4749.88,0,4816.68,Yes,Yes,Yes,No,No,No,No,2,0,189.6,3.0,31,No,,,Yes,
TC-17893,Male,77,1,Married,No,Atlanta,GA,2023-11-19,7,Two year,Standard,DSL,Electronic check,Yes,71.86,514.02,10,500.44,Yes,No,No,No,Yes,No,No,2,0,241.9,7.0,9,No,,,No,
TC-17894,Female,68,1,Married,Yes,Los Angeles,CA,2018-12-30,66,Month-to-month,Standard, Fiber Optic,Credit card,Yes,70.18,4649.7,0,4708.51,Yes,Yes,No,No,Yes,Yes,Yes,0,1,149.8,10.0,20,No,,,No,
TC-17895,Female,65,1, single ,No,New York,NY,2023-04-22,14,Month-to-month,Standard,None,Electronic check,No,49.69,683.12,0,732.51,Yes,No,Yes,Yes,Yes,No,No,1,3,150.9,6.0,9,No,,,No,
TC-17896,Female,57,0,Single,Yes,Phoenix,AZ,2024-03-22,3,Month-to-month,Premium,DSL,Mailed check,Yes,96.05,302.04,5,365.1,Yes,Yes,Yes,No,No,No,No,2,0,10.5,3.0,49,Yes,2024-06-20,Service dissatisfaction,No,Online Portal
TC-17897,Female,24,0,Married,No,Miami,FL,2021-10-15,32,Month-to-month,Basic,Fiber optic,Mailed check,Yes,36.05,1131.7,0,1187.12,Yes,No,No,No,No,No,Yes,2,2,111.3,5.0,33,No,,,No,
TC-17898,Male,36,0,Married,Yes,Seattle,WA,2022-02-09,28,Month-to-month,Basic,Fiber optic,Electronic check,Yes,39.61,1110.85,5,1138.51,Yes,Yes,Yes,No,No,No,Yes,1,0,86.5,9.0,20,No,,,No,
TC-17899,Female,32,0,Single,No,New York,NY,2019-05-30,61,Two year,Basic,DSL,Electronic check,No,40.62,2478.49,10,2285.52,Yes,No,No,No,Yes,No,No,3,0,350.1,2.0,48,No,,,No,
TC-17900,Female,78,1,Married,No,Seattle,WA,2023-10-15,8, Month-to-month ,Premium,Fiber optic,Credit card,Yes,99.51,790.76,0,850.1,Yes,No,Yes,No,Yes,No,No,4,0,279.8,4.0,15,No,,,No,
TC-17901,Male,73,1,Married,No,Miami,FL,2022-07-26,23,Month-to-month,Standard,DSL,Credit card,Yes,70.66,1619.55,0,1650.6,No,No phone service,No,Yes,No,No,No,1,0,103.8,2.0,7,No,,,No,
TC-17902,Male,27,0,Single,No,Miami,FL,2018-06-12,72,Two year,Standard,Fiber optic,Credit card,No,67.25,4866.69,0,4928.75,Yes,No,Yes,No,No,No,Yes,2,0,239.8,5.0,44,No,,,No,
TC-17903,Female,63,0,Single,No,Atlanta,GA,2020-05-26,49,Month-to-month,Standard,dsl,Electronic check,Yes,65.97,3193.86,10,2940.55,Yes,No,No,No,Yes,Yes,Yes,0,0,247.6,5.0,25,Yes,2024-06-04,Service dissatisfaction,No,Email
TC-17904,Male,74,1,Married,No,Phoenix,AZ,2021-01-27,41,Two year,Premium,Fiber optic,Mailed check,Yes,93.14,3842.06,5,3678.07,Yes,Yes,Yes,No,No,No,Yes,1,0,262.1,5.0,34,No,,,No,
TC-17905,MALE,52,0,Single,No,Chicago,IL,2020-04-12,50,Month-to-month,Standard,DSL,Electronic check,Yes,68.15,3387.9,0,3412.99,Yes,No,No,No,Yes,No,No,4,0,371.0,4.0,1,Yes,2024-05-21,Poor tech support,No,Email
TC-17906,Male,20,0,Single,No,Atlanta,GA,2020-10-26,44,Month-to-month,Standard,Fiber optic,Mailed check,Yes,66.86,2967.45,10,2759.45,Yes,Yes,No,Yes,Yes,Yes,No,2,0,52.1,5.0,54,No,,,No,
TC-17907,Female,83,1,Single,No,Seattle,WA,2023-07-15,11,One year,Basic, Fiber Optic,Credit card,No,51.5,581.67,10,576.93,Yes,No,No,No,Yes,Yes,Yes,2,0,160.0,6.0,23,No,,,No,
TC-17908,Male,70,1, single ,Yes,Denver,CO,2024-05-21,1,Two year,Standard,DSL,Mailed check,Yes,80.13,86.1,0,143.33,Yes,No,Yes,Yes,No,Yes,Yes,0,1,149.3,4.0,7,No,,,No,
TC-17909,Female,69,1,Married,Yes,Dallas,TX,2018-06-22,72,Month-to-month,Basic,Fiber optic,Electronic check,Yes,42.39,3070.32,5,2992.23,Yes,No,Yes,Yes,Yes,No,Yes,2,3,437.9,4.0,50,No,,,No,
TC-17910,Female,70,1,Married,No,Miami,FL,2021-07-22,35,Month-to-month,Premium,None,Electronic check,Yes,80.49,2810.01,15,2437.59,Yes,No,Yes,No,No,No,No,4,0,128.1,8.0,9,No,,,No,
TC-17911,Male,71,1,Single,Yes,Seattle,WA,2023-12-23,6,Two year,Standard,None,Electronic check,Yes,54.58,335.66,0,369.72,No,No phone service,No,No,No,No,No,1,0,164.8,8.0,23,No,,,No,
